,chapter,lemma,grammar,word_th_trans_en,freq,loan,hg_context
350,В,варжамс,"V, tr",посмотреть; посетить; попробовать,5,False,False
351,В,варма,N,ветер | эпилепсия,13,False,False
352,В,Васильевна,"N, PN, patrn",Васильевна,2,True,False
353,В,варя,N,дыра,2,False,False
354,В,васе,ADV,"сначала, раньше",1,False,False
355,В,васедемс,"V, intr","встретиться, столкнуться",7,False,False
357,В,васенда,ADV,"сначала, раньше",3,False,False
358,В,васенце,"NUM, ord",первый,6,False,False
359,В,васенце,ADV,впервые,1,False,False
360,В,васенцеда,"NUM, ord",первый,1,False,False
361,В,васенце,A,первый,1,False,False
362,В,васенцекс,"NUM, ord","первый, начальный",1,False,False
363,В,Василий,"N, PN, persn",Василий,2,True,False
364,В,Васильевич,"N, PN, patrn",Васильевич,1,True,False
366,В,ванды,ADV,завтра,10,False,False
367,Г,группа,N,группа,7,True,False
368,Г,гуляндамс,"V, intr",гулять,1,False,False
369,Г,груз,N,груз,2,True,False
370,Г,Галя,N,Галя,1,True,False
371,Г,грамматика,N,грамматика,2,True,False
372,Г,Гагарин,"N, PN, famn",Гагарин,1,True,False
373,Г,гаджет,N,гаджет,1,True,False
374,Г,газета,N,газета,3,True,False
375,Г,Гайнинькань,"N, PN, famn",Гайнинькань,2,True,False
376,Г,гайняй,A,"звенеть, звучать",1,False,False
377,Г,гайнямс,"V, intr","звонкий, звучный",1,False,False
378,Г,гайфтемс,"V, tr",звонить,1,False,False
379,Г,галя,"N, PN, persn",галифе,1,False,False
380,Г,гастямс,"V, tr",испортить,1,False,False
381,Г,грех,N,грех,1,True,False
382,Г,герб,N,герб,1,True,False
383,Г,ГИБДД,N,ГИБДД,1,True,False
384,Г,гимна,N,гимн,1,False,False
385,Г,главнай,A,главный,1,False,False
386,Г,гласнай,A,гласный,1,False,False
387,Г,Гоголь,"N, PN, famn",Гоголь,1,True,False
388,Г,гож,A,хороший,3,False,False
390,Г,гожста,ADV,"хорошо, приятно, как следует",1,False,False
391,Г,госпремия,N,госпремия,2,True,False
392,Д,дяряй,PART,"разве, неужели",2,False,False
393,Д,думандамс,"V, intr",думать,2,False,False
394,Д,Денис,"N, PN, persn",Денис,2,True,False
395,Д,драма,N,драма,1,True,False
396,Д,Дима,"N, PN, persn",Дима,3,True,False
397,Д,диктант,N,диктант,2,True,False
398,Д,дивандамс,"V, intr",удивиться,2,False,False
400,Д,дивандазь,ADV,удивиться,1,False,False
401,Д,Диана,"N, PN, persn",Диана,1,True,False
402,Д,демократия,N,демократия,2,True,False
403,Д,добувамс,"V, tr","добыть, достать",1,False,False
404,Д,деловой,A,деловой,1,True,False
405,Д,Данилова,"N, PN, famn",Данилова,1,True,False
406,Д,Данил,"N, PN, persn",Данил,1,True,False
407,Д,Дамир,"N, PN, persn",Дамир,1,True,False
408,Д,Дагестанец,"N, PN, persn",Дагестанец,1,True,False
409,Д,давол,N,"буря, ураган",1,False,False
410,Д,давай,PART,давай,1,True,False
411,Д,друзья,"N, anim, hum",друзья,1,True,False
412,Д,декабрь,N,декабрь,1,True,False
413,Д,Дорофеев,"N, PN, famn",Дорофеев,1,True,False
414,Д,доля,N,доля,6,True,False
415,Е,Европа,"N, PN, topn",Европа,1,True,False
416,Е,Евсевьев,"N, PN, famn",Евсевьев,6,True,False
417,Е,Егорович,"N, PN, patrn",Егорович,1,True,False
418,Е,Елена,"N, PN, persn",Елена,1,True,False
419,Е,Ельцин,"N, PN, famn",Ельцин,1,True,False
420,Е,Еремеев,"N, PN, famn",Еремеев,1,True,False
421,Е,еряш,N,ясли,1,False,False
422,Ж,жаба,N,"то же, что шаба",1,False,False
423,Ж,жа,PART,"же, именно, ведь",2,False,False
424,Ж,жо,INTRJ,"погоди, постой",1,False,False
425,Ж,жольф,N,"журчанье, плеск",1,False,False
426,Ж,жувата,"N, anim",скот,2,False,False
427,Ж,журнал,N,журнал,24,True,False
428,Ж,журналист,"N, anim, hum",журналист,1,True,False
429,З,заря,"N, PN",заря,1,True,False
430,З,защитник,"N, anim, hum",защитник,1,True,False
431,З,заслуженнай,A,заслуженный,2,False,False
432,З,Заря,N,Заря,1,True,False
433,З,Захар,"N, PN, persn",Захар,1,True,False
434,З,земляк,"N, anim, hum",земляк,1,True,False
435,З,Зубово-полянскяй,"A, topn",Зубово-полянский,1,False,False
436,З,значит,PARENTH,значит,1,True,False
437,З,зойф,N,жужжание,1,False,False
438,З,золота,N,золото,2,False,False
439,З,золота,A,золото,1,False,False
440,З,золотань,N,золотой,1,False,False
441,З,зомби,"N, supernat",зомби,1,True,True
442,З,зрнянь,A,золотой,2,False,False
443,И,ичкозе,ADV,далеко | издалека,2,False,False
444,И,ичкоздень,A,дальний,2,False,False
445,И,ихтемс,"V, tr","пахтать, сбивать сливочное масло",1,False,False
446,И,исяк,ADV,вчера,12,False,False
447,И,история,N,история,2,True,False
448,И,ила,N,обряд,17,False,False
449,И,искусства,N,искусство,1,False,False
450,И,Исай,"N, PN, persn",Исай,1,True,False
451,И,ичкози,ADV,далеко,1,False,False
452,И,Исаева,"N, PN, famn",Исаева,1,True,False
453,И,исполком,N,исполком,2,True,False
454,И,июль,N,июль,2,True,False
455,И,идь,"V, tr",спасти; выкупить,1,False,False
456,И,издания,N,издание,3,False,False
457,И,идня,"N, dim, anim, hum","ребёнок, дитя",2,False,False
458,И,Ирина,"N, PN, persn",Ирина,3,True,False
459,И,идень,"N, anim, hum",ребёнок,1,False,False
460,И,идемс,A,детский,1,False,False
461,И,Игнатова,"N, PN, famn",Игнатова,2,True,False
462,И,Ивановна,"N, PN, patrn",Ивановна,3,True,False
463,И,Иван,"N, PN, persn",Иван,2,True,False
464,И,и,CONJ,и,224,True,False
465,И,изь,PART,"не, нет",2,False,False
466,И,июнь,N,июнь,2,True,False
467,И,ирецта,A,пьяный,1,False,False
468,И,идь,"N, anim, hum",ребёнок,8,False,False
469,И,ипотека,N,ипотека,1,True,False
470,И,именна,PART,именно,1,False,False
471,И,илять,"V, intr",запыхаться,3,False,False
472,И,илямс,ADV,вечером,3,False,False
473,И,илебеж,A,"неряшливый, неопрятный",2,False,False
474,И,илямс,"V, intr",запыхаться,2,False,False
475,И,илякс,ADV,"иначе, по другому",1,False,False
476,И,илядь,N,вечер,12,False,False
477,И,илядь,"V, intr",остаться,1,False,False
478,И,илядомс,N,вечер,1,False,False
479,И,илядомс,"V, intr",остаться,1,False,False
481,И,илядень,A,вечер,2,False,False
482,И,Илья,"N, PN, persn",Илья,2,True,False
483,И,иредемс,"V, intr","опьянеть, угореть",1,False,False
484,И,иль,CONJ,или,1,False,False
485,И,инголи,ADV,вперёд; раньше; сначала,5,False,False
486,И,инголькиге,ADV,заранее,1,False,False
487,И,инголь,N,место перед чем-л.,5,False,False
488,И,Инна,"N, PN, persn",Инна,2,True,False
489,И,индекс,N,индекс,2,True,False
490,И,инези,N,малина,1,False,True
491,И,инези,A,малина,1,False,False
492,И,инезиень,N,малиновый,1,False,False
493,И,инжи,"N, anim, hum",гость,5,False,True
494,И,инзамс,"V, tr","боронить, бороновать",1,False,False
495,И,инкса,POST,за,4,False,False
496,И,Иосиф,"N, PN, persn",Иосиф,1,True,False
497,И,институт,N,институт,4,True,False
498,И,интернет,N,интернет,5,True,False
499,И,информация,N,информация,1,True,False
500,И,инь,PART,самый,10,False,False
501,И,ион,N,ион,1,True,False
502,Й,Йошкар-Ола,"N, PN, topn",Йошкар-Ола,1,True,False
503,К,кочкамат,N,выборы,1,False,False
504,К,коцамс,"V, intr",тлеть,1,False,False
505,К,кочкамс,"V, tr","собрать, выбрать",4,False,False
506,К,Кочкурбуе,"N, PN, topn",Кочкуровский район,1,False,False
508,К,кота,NUM,шесть,1,False,False
509,К,коське,A,"сухой, высушенный",2,False,False
511,К,Котов,"N, PN, famn",Котов,1,True,False
513,К,кота,"NUM, ord",шесть,3,False,False
514,К,краеведческяй,A,краеведческий,1,False,False
515,К,коса,ADVPRO,где,23,False,False
516,К,коряс,POST,по; в направлении,7,False,False
517,К,Котова,"N, PN, famn",Котова,1,True,False
518,К,край,N,"край, страна",9,False,False
519,К,крхка,A,глубокий,1,False,False
520,К,крайняй,A,крайний,4,False,False
521,К,Крым,"N, PN, topn",Крым,1,True,False
522,К,корхтамс,"V, tr",говорить,26,False,False
523,К,крхкаста,ADV,глубоко,1,False,False
525,К,кружка,N,кружка,1,True,False
526,К,круг,N,круг,1,True,False
527,К,крещения,N,крещение,1,False,False
528,К,крайня,"N, dim","край, страна",1,False,False
529,К,крестьянка,"N, anim, hum",крестьянка,1,True,False
530,К,крга,"N, body","грести, скрести",1,False,False
531,К,Красноярск,"N, PN, topn",Красноярск,2,True,False
532,К,Краснослободскяй,"A, topn",Краснослободский,6,False,False
533,К,Краснослободск,"N, PN, topn",Краснослободск,1,True,False
534,К,краснай,"A, PN",красный,1,False,False
535,К,Красавица,"N, PN",Красавица,3,True,False
536,К,крандаз,"N, transport",телега,1,False,False
537,К,кргамс,"V, tr",шея; горло,1,False,False
538,К,корхнемс,"V, intr",разговаривать,4,False,False
539,К,кой-коста,ADVPRO,иногда,2,False,False
540,К,коре,POST,по,1,False,False
541,К,комотемс,"V, intr",прыгнуть,1,False,False
542,К,команда,N,команда,1,True,False
543,К,колмоксть,ADV,"три раза, трижды",1,False,False
544,К,колма,NUM,три,6,False,False
545,К,коллектив,N,коллектив,1,True,False
546,К,колемс,"V, intr",испортиться,3,False,False
547,К,колга,POST,о,27,False,False
548,К,коламс,"V, tr","разбить, расколоть",7,False,False
550,К,колай,N,"разбить, расколоть",1,False,False
551,К,кой-мезе,PRO,кое-что,1,False,False
552,К,кой-кона,PRO,"некоторый, кое-кто",1,False,False
553,К,кой,N,обычай; привычка,1,False,False
554,К,козяста,ADV,"богатый, обильный",1,False,False
555,К,крёз,N,крест,1,False,False
556,К,компьютер,N,компьютер,2,True,False
557,К,корож,"N, anim",сова,1,False,False
558,К,комсомол,N,комсомол,1,True,False
559,К,кон,N,кон,1,True,False
561,К,кор,N,говорить,2,False,False
562,К,копша,N,круглый пшеничный хлеб,2,False,False
563,К,копорь,"N, body",спина,3,False,False
564,К,концерт,N,концерт,1,True,False
565,К,конференция,N,конференция,1,True,False
566,К,контакт,N,контакт,3,True,False
567,К,Константиновна,"N, PN, patrn",Константиновна,1,True,False
568,К,кондясти,"V, intr","подходящий, годный, пригодный",1,False,True
569,К,кондястемс,A,"подходить, годиться",1,False,False
570,К,конашкава,PRO,насколько,1,False,False
571,К,конашка,ADVPRO,"какой, каков",1,False,False
572,К,конак,"N, anim, hum",гость,1,False,False
573,К,кона,PRO,который; какой,14,False,False
575,К,комсь,NUM,двадцать,2,False,False
576,К,крёскя,"N, dim",крестик,1,False,False
577,К,кштий,N,"плясун, танцор",1,False,False
578,К,куване,N,корка,1,False,False
579,К,кштимс,"V, intr",танец,2,False,False
580,К,кштима,N,плясать,2,False,False
581,К,кштий-морай,N,"плясун и певец, плясунья и певица",1,False,False
582,К,кшиня,"N, dim",хлебушек,1,False,False
583,К,кши,N,хлеб,5,False,False
584,К,кфчядемс,"V, intr",сверкнуть,1,False,False
585,К,куяр,N,огурец,3,False,False
586,К,куямс,"V, intr",ожиреть | откормить,1,False,False
588,К,кучкас,POST,"центр, середина",1,False,False
589,К,кучка,N,"в середину, в центр",1,False,False
591,К,кучи,"V, tr","послать, проводить",1,False,True
592,К,кучемс,"N, anim, hum",отправитель,1,False,False
593,К,кучемс,"V, tr","послать, проводить",5,False,False
